Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
21,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,04 Nov 2023
22,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2400,1500,04 Nov 2023
23,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,2000,6700,4350,04 Nov 2023
24,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2300,1500,04 Nov 2023
25,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2500,1750,03 Nov 2023
26,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2200,1450,03 Nov 2023
27,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,2000,6500,4250,03 Nov 2023
28,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2200,1450,03 Nov 2023
29,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2200,1600,02 Nov 2023
30,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,02 Nov 2023
31,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,2000,6000,4000,02 Nov 2023
32,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,02 Nov 2023
33,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2600,1800,31 Oct 2023
34,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,31 Oct 2023
35,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,2000,6000,4000,31 Oct 2023
36,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,1000,2000,1500,31 Oct 2023
37,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2100,1550,30 Oct 2023
38,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2200,1400,30 Oct 2023
39,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6200,3600,30 Oct 2023
40,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,30 Oct 2023
41,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2200,1600,27 Oct 2023
42,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2200,1400,27 Oct 2023
43,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6800,3900,27 Oct 2023
44,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,27 Oct 2023
45,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2100,1550,26 Oct 2023
46,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2200,1400,26 Oct 2023
47,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6800,3900,26 Oct 2023
48,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,26 Oct 2023
49,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2000,1500,25 Oct 2023
50,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1400,25 Oct 2023
51,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6000,3500,25 Oct 2023
52,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,1800,1250,25 Oct 2023
53,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2400,1700,21 Oct 2023
54,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,21 Oct 2023
55,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6800,3900,21 Oct 2023
56,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,21 Oct 2023
57,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2600,1800,20 Oct 2023
58,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1700,1150,20 Oct 2023
59,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,7000,4000,20 Oct 2023
60,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2500,1500,20 Oct 2023
61,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2500,1750,19 Oct 2023
62,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,19 Oct 2023
63,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6600,3800,19 Oct 2023
64,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2200,1450,19 Oct 2023
65,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2400,1700,18 Oct 2023
66,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1700,1150,18 Oct 2023
67,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6500,3750,18 Oct 2023
68,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,18 Oct 2023
69,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2500,1750,17 Oct 2023
70,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,17 Oct 2023
71,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6800,3900,17 Oct 2023
72,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2200,1450,17 Oct 2023
73,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2400,1700,16 Oct 2023
74,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1700,1150,16 Oct 2023
75,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6400,3700,16 Oct 2023
76,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,16 Oct 2023
77,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2200,1600,13 Oct 2023
78,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,13 Oct 2023
79,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,600,1800,1200,13 Oct 2023
80,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2200,1450,13 Oct 2023
81,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2600,1800,12 Oct 2023
82,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,12 Oct 2023
83,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6700,3850,12 Oct 2023
84,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2300,1500,12 Oct 2023
85,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,11 Oct 2023
86,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,11 Oct 2023
87,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,7000,4000,11 Oct 2023
88,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,1000,2800,1900,11 Oct 2023
89,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,10 Oct 2023
90,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,10 Oct 2023
91,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,7000,4000,10 Oct 2023
92,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2300,1500,10 Oct 2023
93,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2200,1600,09 Oct 2023
94,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,09 Oct 2023
95,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6500,3750,09 Oct 2023
96,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,09 Oct 2023
97,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2700,1850,07 Oct 2023
98,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,07 Oct 2023
99,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6800,3900,07 Oct 2023
100,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,1800,1250,07 Oct 2023
101,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2700,1850,06 Oct 2023
102,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,06 Oct 2023
103,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6500,3750,06 Oct 2023
104,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,1800,1250,06 Oct 2023
105,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2500,1750,05 Oct 2023
106,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,05 Oct 2023
107,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6500,3750,05 Oct 2023
108,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,1800,1250,05 Oct 2023
109,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,04 Oct 2023
110,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,04 Oct 2023
111,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,6500,3750,04 Oct 2023
112,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,04 Oct 2023
113,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,03 Oct 2023
114,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2400,1500,03 Oct 2023
115,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,7000,4000,03 Oct 2023
116,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,03 Oct 2023
117,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2900,2625,02 Oct 2023
118,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2100,1350,02 Oct 2023
119,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8400,4700,02 Oct 2023
120,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,02 Oct 2023
121,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2900,1950,30 Sep 2023
122,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2300,1450,30 Sep 2023
123,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8200,4600,30 Sep 2023
124,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2800,1750,30 Sep 2023
125,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,29 Sep 2023
126,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2400,1500,29 Sep 2023
127,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8500,4750,29 Sep 2023
128,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2600,1650,29 Sep 2023
129,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2900,1950,28 Sep 2023
130,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2500,1550,28 Sep 2023
131,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8600,5053,28 Sep 2023
132,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2800,1750,28 Sep 2023
133,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,27 Sep 2023
134,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2200,1400,27 Sep 2023
135,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8500,4750,27 Sep 2023
136,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,27 Sep 2023
137,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,26 Sep 2023
138,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2400,1500,26 Sep 2023
139,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8900,4950,26 Sep 2023
140,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2800,1750,26 Sep 2023
141,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2900,1950,25 Sep 2023
142,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1700,1150,25 Sep 2023
143,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8800,4900,25 Sep 2023
144,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,23 Sep 2023
145,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,23 Sep 2023
146,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9500,5250,23 Sep 2023
147,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,3000,1850,23 Sep 2023
148,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3100,2050,22 Sep 2023
149,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,22 Sep 2023
150,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9700,5350,22 Sep 2023
151,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2800,1750,22 Sep 2023
152,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3500,2250,21 Sep 2023
153,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,21 Sep 2023
154,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9200,5100,21 Sep 2023
155,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2500,1600,21 Sep 2023
156,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,20 Sep 2023
157,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,20 Sep 2023
158,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9500,5250,20 Sep 2023
159,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2700,1700,20 Sep 2023
160,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,19 Sep 2023
161,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,19 Sep 2023
162,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9700,5350,19 Sep 2023
163,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2800,1750,19 Sep 2023
164,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,16 Sep 2023
165,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,16 Sep 2023
166,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9500,5250,16 Sep 2023
167,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2500,1600,16 Sep 2023
168,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,15 Sep 2023
169,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,15 Sep 2023
170,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9500,5250,15 Sep 2023
171,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2600,1650,15 Sep 2023
172,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,14 Sep 2023
173,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,14 Sep 2023
174,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9500,5250,14 Sep 2023
175,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2600,1650,14 Sep 2023
176,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,13 Sep 2023
177,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,13 Sep 2023
178,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9300,5150,13 Sep 2023
179,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2600,1650,13 Sep 2023
180,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,12 Sep 2023
181,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,12 Sep 2023
182,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9400,5200,12 Sep 2023
183,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2800,1750,12 Sep 2023
184,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,11 Sep 2023
185,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,11 Sep 2023
186,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9100,5050,11 Sep 2023
187,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,11 Sep 2023
188,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,08 Sep 2023
189,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1800,1200,08 Sep 2023
190,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9000,5000,08 Sep 2023
191,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,08 Sep 2023
192,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2900,1950,06 Sep 2023
193,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,06 Sep 2023
194,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8900,4950,06 Sep 2023
195,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,06 Sep 2023
196,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,05 Sep 2023
197,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,1900,1250,05 Sep 2023
198,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8800,4900,05 Sep 2023
199,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2000,1350,05 Sep 2023
200,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2900,1950,04 Sep 2023
201,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,04 Sep 2023
202,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,8900,4950,04 Sep 2023
203,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,1000,2900,1950,04 Sep 2023
204,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2700,1850,02 Sep 2023
205,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,02 Sep 2023
206,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9200,5100,02 Sep 2023
207,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2100,1400,02 Sep 2023
208,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,01 Sep 2023
209,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2100,1350,01 Sep 2023
210,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9000,5000,01 Sep 2023
211,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2200,1450,01 Sep 2023
212,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,31 Aug 2023
213,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,31 Aug 2023
214,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9100,5050,31 Aug 2023
215,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2500,1600,31 Aug 2023
216,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,30 Aug 2023
217,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2100,1350,30 Aug 2023
218,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9300,5150,30 Aug 2023
219,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2200,1450,30 Aug 2023
220,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,2800,1900,29 Aug 2023
221,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2000,1300,29 Aug 2023
222,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,10200,5600,29 Aug 2023
223,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2200,1450,29 Aug 2023
224,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3200,2100,28 Aug 2023
225,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,600,2100,1350,28 Aug 2023
226,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,1000,9000,5000,28 Aug 2023
227,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,700,2500,1600,28 Aug 2023
228,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,1000,3000,2000,25 Aug 2023
